889;Fábio Teixeira;Évora
890;Miguel Lopes;Évora
891;Catarina Alves;Faro
892;Ana Lopes;Lisboa
893;Luís Costa;Faro
894;Miguel Ribeiro;Porto
895;Paulo Marques;Coimbra
896;Paulo Gonçalves;Setúbal
897;Daniel Fernandes;Aveiro
898;Paulo Martins;Setúbal
899;Ana Sousa;Évora
900;Luís Pinto;Aveiro
901;Luís Rodrigues;Setúbal
902;Ana Ribeiro;Braga
903;Rui Oliveira;Lisboa
904;Marta Sousa;Viseu
905;Bruno Martins;Coimbra
906;Paulo Santos;Évora
907;Catarina Carvalho;Évora
908;Miguel Lopes;Leiria
909;Luís Fernandes;Lisboa
910;Miguel Gonçalves;Leiria
911;Tiago Jesus;Porto
912;Patrícia Martins;Viseu
913;Pedro Ferreira;Évora
914;Miguel Teixeira;Lisboa
915;Luís Ribeiro;Viseu
916;Tiago Marques;Aveiro
917;Maria Martins;Évora
918;Sofia Pereira;Évora
919;João Pereira;Setúbal
920;Pedro Silva;Évora
921;Fábio Pinto;Setúbal
922;João Teixeira;Porto
923;Carla Oliveira;Leiria
924;Carla Sousa;Viseu
925;Patrícia Gomes;Leiria
926;Sofia Costa;Coimbra
927;Andreia Gomes;Lisboa
928;Tiago Sousa;Porto
929;Fábio Santos;Braga
930;Marta Marques;Viseu
931;Ana Marques;Coimbra
932;Fábio Pereira;Aveiro
933;Paulo Ribeiro;Faro
934;Marta Rodrigues;Aveiro
935;Catarina Pinto;Leiria
936;Ana Costa;Porto
937;Inês Costa;Aveiro
938;Sofia Teixeira;Viseu
939;Ana Fernandes;Viseu
940;Tiago Santos;Coimbra
941;Marta Alves;Lisboa
942;Andreia Ferreira;Aveiro
943;Fábio Sousa;Leiria
944;Rui Teixeira;Lisboa
945;Catarina Oliveira;Leiria
946;Patrícia Martins;Coimbra
947;Andreia Teixeira;Braga
948;Sofia Silva;Braga
949;Marta Alves;Viseu
950;Tiago Alves;Aveiro
951;Luís Gonçalves;Leiria
952;Daniel Marques;Setúbal
953;Bruno Teixeira;Setúbal
954;Inês Pereira;Porto
955;Carla Costa;Braga
956;Tiago Teixeira;Braga
957;João Gomes;Lisboa
958;Inês Sousa;Viseu
959;João Martins;Faro
960;Sofia Gomes;Porto
961;Daniel Alves;Faro
962;Maria Lopes;Viseu
963;Andreia Rodrigues;Porto
964;Marta Alves;Évora
965;Tiago Costa;Lisboa
966;Bruno Santos;Porto
967;Andreia Teixeira;Setúbal
968;Pedro Gomes;Setúbal
969;João Martins;Évora
970;Rita Sousa;Setúbal
971;Maria Marques;Aveiro
972;João Oliveira;Setúbal
973;Daniel Alves;Leiria
974;Sofia Silva;Leiria
975;Fábio Santos;Lisboa
976;Sofia Pinto;Coimbra
977;Andreia Costa;Viseu
978;Marta Pereira;Faro
979;Bruno Pereira;Aveiro
980;Pedro Gonçalves;Aveiro
981;Bruno Alves;Braga
982;Pedro Oliveira;Viseu
983;Catarina Pinto;Leiria
984;Ana Costa;Setúbal
985;Paulo Santos;Aveiro
986;Carla Teixeira;Lisboa
987;Carla Gomes;Braga
988;Rita Pinto;Faro
989;Fábio Sousa;Leiria
990;Andreia Martins;Braga
991;Paulo Oliveira;Faro
992;Catarina Costa;Leiria
993;Pedro Carvalho;Lisboa
994;Paulo Alves;Évora
995;Miguel Costa;Porto
996;Luís Pinto;Setúbal
997;Carla Ferreira;Leiria
998;Rui Pereira;Évora
999;Pedro Jesus;Évora
1000;João Costa;Lisboa
